Consumption (kwh), Estimated Cost Inc. Tax (p), Start, End
0.225000, 7.34997375000, 2025-09-01T16:30:00+01:00, 2025-09-01T17:00:00+01:00
0.176000, 5.74931280000, 2025-09-01T17:00:00+01:00, 2025-09-01T17:30:00+01:00
0.300000, 9.79996500000, 2025-09-01T17:30:00+01:00, 2025-09-01T18:00:00+01:00
0.910000, 29.72656050000, 2025-09-01T18:00:00+01:00, 2025-09-01T18:30:00+01:00
0.217000, 7.08864135000, 2025-09-01T18:30:00+01:00, 2025-09-01T19:00:00+01:00
0.499000, 16.30060845000, 2025-09-01T19:00:00+01:00, 2025-09-01T19:30:00+01:00
1.167000, 38.12186385000, 2025-09-01T19:30:00+01:00, 2025-09-01T20:00:00+01:00
0.475000, 15.51661125000, 2025-09-01T20:00:00+01:00, 2025-09-01T20:30:00+01:00
0.170000, 5.55331350000, 2025-09-01T20:30:00+01:00, 2025-09-01T21:00:00+01:00
0.165000, 5.38998075000, 2025-09-01T21:00:00+01:00, 2025-09-01T21:30:00+01:00
0.219000, 7.15397445000, 2025-09-01T21:30:00+01:00, 2025-09-01T22:00:00+01:00
0.223000, 7.28464065000, 2025-09-01T22:00:00+01:00, 2025-09-01T22:30:00+01:00
0.224000, 7.31730720000, 2025-09-01T22:30:00+01:00, 2025-09-01T23:00:00+01:00
0.210000, 6.85997550000, 2025-09-01T23:00:00+01:00, 2025-09-01T23:30:00+01:00
0.185000, 6.04331175000, 2025-09-01T23:30:00+01:00, 2025-09-02T00:00:00+01:00
0.201000, 6.56597655000, 2025-09-02T00:00:00+01:00, 2025-09-02T00:30:00+01:00
0.170000, 5.55331350000, 2025-09-02T00:30:00+01:00, 2025-09-02T01:00:00+01:00
0.165000, 5.38998075000, 2025-09-02T01:00:00+01:00, 2025-09-02T01:30:00+01:00
0.183000, 2.52575410500, 2025-09-02T01:30:00+01:00, 2025-09-02T02:00:00+01:00
0.122000, 1.68383607000, 2025-09-02T02:00:00+01:00, 2025-09-02T02:30:00+01:00
2.162000, 29.83978347000, 2025-09-02T02:30:00+01:00, 2025-09-02T03:00:00+01:00
2.625000, 36.23007937500, 2025-09-02T03:00:00+01:00, 2025-09-02T03:30:00+01:00
2.430000, 33.53870205000, 2025-09-02T03:30:00+01:00, 2025-09-02T04:00:00+01:00
1.869000, 25.79581651500, 2025-09-02T04:00:00+01:00, 2025-09-02T04:30:00+01:00
0.694000, 9.57854289000, 2025-09-02T04:30:00+01:00, 2025-09-02T05:00:00+01:00
0.643000, 8.87464420500, 2025-09-02T05:00:00+01:00, 2025-09-02T05:30:00+01:00
0.872000, 12.03528732000, 2025-09-02T05:30:00+01:00, 2025-09-02T06:00:00+01:00
0.544000, 7.50825264000, 2025-09-02T06:00:00+01:00, 2025-09-02T06:30:00+01:00
0.266000, 3.67131471000, 2025-09-02T06:30:00+01:00, 2025-09-02T07:00:00+01:00
0.177000, 2.44294249500, 2025-09-02T07:00:00+01:00, 2025-09-02T07:30:00+01:00
0.158000, 2.18070573000, 2025-09-02T07:30:00+01:00, 2025-09-02T08:00:00+01:00
0.162000, 2.23591347000, 2025-09-02T08:00:00+01:00, 2025-09-02T08:30:00+01:00
0.204000, 6.66397620000, 2025-09-02T08:30:00+01:00, 2025-09-02T09:00:00+01:00
0.159000, 5.19398145000, 2025-09-02T09:00:00+01:00, 2025-09-02T09:30:00+01:00
0.269000, 8.78730195000, 2025-09-02T09:30:00+01:00, 2025-09-02T10:00:00+01:00
0.469000, 15.32061195000, 2025-09-02T10:00:00+01:00, 2025-09-02T10:30:00+01:00
0.181000, 5.91264555000, 2025-09-02T10:30:00+01:00, 2025-09-02T11:00:00+01:00
0.212000, 6.92530860000, 2025-09-02T11:00:00+01:00, 2025-09-02T11:30:00+01:00
0.165000, 5.38998075000, 2025-09-02T11:30:00+01:00, 2025-09-02T12:00:00+01:00
0.153000, 4.99798215000, 2025-09-02T12:00:00+01:00, 2025-09-02T12:30:00+01:00
0.169000, 5.52064695000, 2025-09-02T12:30:00+01:00, 2025-09-02T13:00:00+01:00
0.139000, 4.54065045000, 2025-09-02T13:00:00+01:00, 2025-09-02T13:30:00+01:00
0.182000, 5.94531210000, 2025-09-02T13:30:00+01:00, 2025-09-02T14:00:00+01:00
0.143000, 4.67131665000, 2025-09-02T14:00:00+01:00, 2025-09-02T14:30:00+01:00
0.119000, 3.88731945000, 2025-09-02T14:30:00+01:00, 2025-09-02T15:00:00+01:00
0.201000, 6.56597655000, 2025-09-02T15:00:00+01:00, 2025-09-02T15:30:00+01:00
0.178000, 5.81464590000, 2025-09-02T15:30:00+01:00, 2025-09-02T16:00:00+01:00
0.145000, 4.73664975000, 2025-09-02T16:00:00+01:00, 2025-09-02T16:30:00+01:00
0.184000, 6.01064520000, 2025-09-02T16:30:00+01:00, 2025-09-02T17:00:00+01:00
0.218000, 7.12130790000, 2025-09-02T17:00:00+01:00, 2025-09-02T17:30:00+01:00
0.147000, 4.80198285000, 2025-09-02T17:30:00+01:00, 2025-09-02T18:00:00+01:00
0.143000, 4.67131665000, 2025-09-02T18:00:00+01:00, 2025-09-02T18:30:00+01:00
0.123000, 4.01798565000, 2025-09-02T18:30:00+01:00, 2025-09-02T19:00:00+01:00
0.128000, 4.18131840000, 2025-09-02T19:00:00+01:00, 2025-09-02T19:30:00+01:00
0.125000, 4.08331875000, 2025-09-02T19:30:00+01:00, 2025-09-02T20:00:00+01:00
0.108000, 3.52798740000, 2025-09-02T20:00:00+01:00, 2025-09-02T20:30:00+01:00
0.129000, 4.21398495000, 2025-09-02T20:30:00+01:00, 2025-09-02T21:00:00+01:00
0.254000, 8.29730370000, 2025-09-02T21:00:00+01:00, 2025-09-02T21:30:00+01:00
0.311000, 10.15929705000, 2025-09-02T21:30:00+01:00, 2025-09-02T22:00:00+01:00
0.203000, 6.63130965000, 2025-09-02T22:00:00+01:00, 2025-09-02T22:30:00+01:00
0.224000, 7.31730720000, 2025-09-02T22:30:00+01:00, 2025-09-02T23:00:00+01:00
0.206000, 6.72930930000, 2025-09-02T23:00:00+01:00, 2025-09-02T23:30:00+01:00
0.161000, 5.25931455000, 2025-09-02T23:30:00+01:00, 2025-09-03T00:00:00+01:00
0.174000, 5.68397970000, 2025-09-03T00:00:00+01:00, 2025-09-03T00:30:00+01:00
0.157000, 5.12864835000, 2025-09-03T00:30:00+01:00, 2025-09-03T01:00:00+01:00
0.157000, 5.12864835000, 2025-09-03T01:00:00+01:00, 2025-09-03T01:30:00+01:00
0.140000, 1.93227090000, 2025-09-03T01:30:00+01:00, 2025-09-03T02:00:00+01:00
0.141000, 1.94607283500, 2025-09-03T02:00:00+01:00, 2025-09-03T02:30:00+01:00
2.197000, 30.32285119500, 2025-09-03T02:30:00+01:00, 2025-09-03T03:00:00+01:00
2.584000, 35.66420004000, 2025-09-03T03:00:00+01:00, 2025-09-03T03:30:00+01:00
2.425000, 33.46969237500, 2025-09-03T03:30:00+01:00, 2025-09-03T04:00:00+01:00
1.371000, 18.92245288500, 2025-09-03T04:00:00+01:00, 2025-09-03T04:30:00+01:00
0.679000, 9.37151386500, 2025-09-03T04:30:00+01:00, 2025-09-03T05:00:00+01:00
0.604000, 8.33636874000, 2025-09-03T05:00:00+01:00, 2025-09-03T05:30:00+01:00
0.851000, 11.74544668500, 2025-09-03T05:30:00+01:00, 2025-09-03T06:00:00+01:00
0.489000, 6.74914621500, 2025-09-03T06:00:00+01:00, 2025-09-03T06:30:00+01:00
0.300000, 4.14058050000, 2025-09-03T06:30:00+01:00, 2025-09-03T07:00:00+01:00
0.183000, 2.52575410500, 2025-09-03T07:00:00+01:00, 2025-09-03T07:30:00+01:00
0.148000, 2.04268638000, 2025-09-03T07:30:00+01:00, 2025-09-03T08:00:00+01:00
0.370000, 5.10671595000, 2025-09-03T08:00:00+01:00, 2025-09-03T08:30:00+01:00
0.317000, 10.35529635000, 2025-09-03T08:30:00+01:00, 2025-09-03T09:00:00+01:00
0.394000, 12.87062070000, 2025-09-03T09:00:00+01:00, 2025-09-03T09:30:00+01:00
0.558000, 18.22793490000, 2025-09-03T09:30:00+01:00, 2025-09-03T10:00:00+01:00
0.138000, 4.50798390000, 2025-09-03T10:00:00+01:00, 2025-09-03T10:30:00+01:00
0.170000, 5.55331350000, 2025-09-03T10:30:00+01:00, 2025-09-03T11:00:00+01:00
0.175000, 5.71664625000, 2025-09-03T11:00:00+01:00, 2025-09-03T11:30:00+01:00
0.197000, 6.43531035000, 2025-09-03T11:30:00+01:00, 2025-09-03T12:00:00+01:00
0.268000, 8.75463540000, 2025-09-03T12:00:00+01:00, 2025-09-03T12:30:00+01:00
0.193000, 6.30464415000, 2025-09-03T12:30:00+01:00, 2025-09-03T13:00:00+01:00
0.198000, 6.46797690000, 2025-09-03T13:00:00+01:00, 2025-09-03T13:30:00+01:00
0.175000, 5.71664625000, 2025-09-03T13:30:00+01:00, 2025-09-03T14:00:00+01:00
0.193000, 6.30464415000, 2025-09-03T14:00:00+01:00, 2025-09-03T14:30:00+01:00
0.167000, 5.45531385000, 2025-09-03T14:30:00+01:00, 2025-09-03T15:00:00+01:00
0.134000, 4.37731770000, 2025-09-03T15:00:00+01:00, 2025-09-03T15:30:00+01:00
0.151000, 4.93264905000, 2025-09-03T15:30:00+01:00, 2025-09-03T16:00:00+01:00
0.112000, 3.65865360000, 2025-09-03T16:00:00+01:00, 2025-09-03T16:30:00+01:00
0.170000, 5.55331350000, 2025-09-03T16:30:00+01:00, 2025-09-03T17:00:00+01:00
0.118000, 3.85465290000, 2025-09-03T17:00:00+01:00, 2025-09-03T17:30:00+01:00
0.406000, 13.26261930000, 2025-09-03T17:30:00+01:00, 2025-09-03T18:00:00+01:00
0.139000, 4.54065045000, 2025-09-03T18:00:00+01:00, 2025-09-03T18:30:00+01:00
0.115000, 3.75665325000, 2025-09-03T18:30:00+01:00, 2025-09-03T19:00:00+01:00
0.127000, 4.14865185000, 2025-09-03T19:00:00+01:00, 2025-09-03T19:30:00+01:00
0.139000, 4.54065045000, 2025-09-03T19:30:00+01:00, 2025-09-03T20:00:00+01:00
0.287000, 9.37529985000, 2025-09-03T20:00:00+01:00, 2025-09-03T20:30:00+01:00
0.214000, 6.99064170000, 2025-09-03T20:30:00+01:00, 2025-09-03T21:00:00+01:00
0.164000, 5.35731420000, 2025-09-03T21:00:00+01:00, 2025-09-03T21:30:00+01:00
0.202000, 6.59864310000, 2025-09-03T21:30:00+01:00, 2025-09-03T22:00:00+01:00
0.158000, 5.16131490000, 2025-09-03T22:00:00+01:00, 2025-09-03T22:30:00+01:00
0.154000, 5.03064870000, 2025-09-03T22:30:00+01:00, 2025-09-03T23:00:00+01:00
0.159000, 5.19398145000, 2025-09-03T23:00:00+01:00, 2025-09-03T23:30:00+01:00
0.148000, 4.83464940000, 2025-09-03T23:30:00+01:00, 2025-09-04T00:00:00+01:00
0.143000, 4.67131665000, 2025-09-04T00:00:00+01:00, 2025-09-04T00:30:00+01:00
0.142000, 4.63865010000, 2025-09-04T00:30:00+01:00, 2025-09-04T01:00:00+01:00
0.151000, 4.93264905000, 2025-09-04T01:00:00+01:00, 2025-09-04T01:30:00+01:00
0.133000, 1.83565735500, 2025-09-04T01:30:00+01:00, 2025-09-04T02:00:00+01:00
0.147000, 2.02888444500, 2025-09-04T02:00:00+01:00, 2025-09-04T02:30:00+01:00
2.071000, 28.58380738500, 2025-09-04T02:30:00+01:00, 2025-09-04T03:00:00+01:00
2.518000, 34.75327233000, 2025-09-04T03:00:00+01:00, 2025-09-04T03:30:00+01:00
2.101000, 28.99786543500, 2025-09-04T03:30:00+01:00, 2025-09-04T04:00:00+01:00
0.633000, 8.73662485500, 2025-09-04T04:00:00+01:00, 2025-09-04T04:30:00+01:00
1.126000, 15.54097881000, 2025-09-04T04:30:00+01:00, 2025-09-04T05:00:00+01:00
0.547000, 7.54965844500, 2025-09-04T05:00:00+01:00, 2025-09-04T05:30:00+01:00
0.524000, 7.23221394000, 2025-09-04T05:30:00+01:00, 2025-09-04T06:00:00+01:00
0.443000, 6.11425720500, 2025-09-04T06:00:00+01:00, 2025-09-04T06:30:00+01:00
0.419000, 5.78301076500, 2025-09-04T06:30:00+01:00, 2025-09-04T07:00:00+01:00
0.120000, 1.65623220000, 2025-09-04T07:00:00+01:00, 2025-09-04T07:30:00+01:00
0.196000, 2.70517926000, 2025-09-04T07:30:00+01:00, 2025-09-04T08:00:00+01:00
0.133000, 1.83565735500, 2025-09-04T08:00:00+01:00, 2025-09-04T08:30:00+01:00
0.167000, 5.45531385000, 2025-09-04T08:30:00+01:00, 2025-09-04T09:00:00+01:00
0.144000, 4.70398320000, 2025-09-04T09:00:00+01:00, 2025-09-04T09:30:00+01:00
0.119000, 3.88731945000, 2025-09-04T09:30:00+01:00, 2025-09-04T10:00:00+01:00
0.160000, 5.22664800000, 2025-09-04T10:00:00+01:00, 2025-09-04T10:30:00+01:00
0.314000, 10.25729670000, 2025-09-04T10:30:00+01:00, 2025-09-04T11:00:00+01:00
0.205000, 6.69664275000, 2025-09-04T11:00:00+01:00, 2025-09-04T11:30:00+01:00
0.108000, 3.52798740000, 2025-09-04T11:30:00+01:00, 2025-09-04T12:00:00+01:00
0.144000, 4.70398320000, 2025-09-04T12:00:00+01:00, 2025-09-04T12:30:00+01:00
0.299000, 9.76729845000, 2025-09-04T12:30:00+01:00, 2025-09-04T13:00:00+01:00
0.105000, 3.42998775000, 2025-09-04T13:00:00+01:00, 2025-09-04T13:30:00+01:00
0.109000, 3.56065395000, 2025-09-04T13:30:00+01:00, 2025-09-04T14:00:00+01:00
0.418000, 13.65461790000, 2025-09-04T14:00:00+01:00, 2025-09-04T14:30:00+01:00
0.169000, 5.52064695000, 2025-09-04T14:30:00+01:00, 2025-09-04T15:00:00+01:00
0.581000, 18.97926555000, 2025-09-04T15:00:00+01:00, 2025-09-04T15:30:00+01:00
0.137000, 4.47531735000, 2025-09-04T15:30:00+01:00, 2025-09-04T16:00:00+01:00
0.115000, 3.75665325000, 2025-09-04T16:00:00+01:00, 2025-09-04T16:30:00+01:00
0.124000, 4.05065220000, 2025-09-04T16:30:00+01:00, 2025-09-04T17:00:00+01:00
0.110000, 3.59332050000, 2025-09-04T17:00:00+01:00, 2025-09-04T17:30:00+01:00
0.257000, 8.39530335000, 2025-09-04T17:30:00+01:00, 2025-09-04T18:00:00+01:00
0.138000, 4.50798390000, 2025-09-04T18:00:00+01:00, 2025-09-04T18:30:00+01:00
0.126000, 4.11598530000, 2025-09-04T18:30:00+01:00, 2025-09-04T19:00:00+01:00
0.095000, 3.10332225000, 2025-09-04T19:00:00+01:00, 2025-09-04T19:30:00+01:00
0.171000, 5.58598005000, 2025-09-04T19:30:00+01:00, 2025-09-04T20:00:00+01:00
0.158000, 5.16131490000, 2025-09-04T20:00:00+01:00, 2025-09-04T20:30:00+01:00
0.196000, 6.40264380000, 2025-09-04T20:30:00+01:00, 2025-09-04T21:00:00+01:00
0.177000, 5.78197935000, 2025-09-04T21:00:00+01:00, 2025-09-04T21:30:00+01:00
0.182000, 5.94531210000, 2025-09-04T21:30:00+01:00, 2025-09-04T22:00:00+01:00
0.150000, 4.89998250000, 2025-09-04T22:00:00+01:00, 2025-09-04T22:30:00+01:00
0.134000, 4.37731770000, 2025-09-04T22:30:00+01:00, 2025-09-04T23:00:00+01:00
0.126000, 4.11598530000, 2025-09-04T23:00:00+01:00, 2025-09-04T23:30:00+01:00
0.132000, 4.31198460000, 2025-09-04T23:30:00+01:00, 2025-09-05T00:00:00+01:00
0.138000, 4.50798390000, 2025-09-05T00:00:00+01:00, 2025-09-05T00:30:00+01:00
0.142000, 4.63865010000, 2025-09-05T00:30:00+01:00, 2025-09-05T01:00:00+01:00
0.129000, 4.21398495000, 2025-09-05T01:00:00+01:00, 2025-09-05T01:30:00+01:00
0.139000, 1.91846896500, 2025-09-05T01:30:00+01:00, 2025-09-05T02:00:00+01:00
0.120000, 1.65623220000, 2025-09-05T02:00:00+01:00, 2025-09-05T02:30:00+01:00
2.082000, 28.73562867000, 2025-09-05T02:30:00+01:00, 2025-09-05T03:00:00+01:00
2.595000, 35.81602132500, 2025-09-05T03:00:00+01:00, 2025-09-05T03:30:00+01:00
1.072000, 14.79567432000, 2025-09-05T03:30:00+01:00, 2025-09-05T04:00:00+01:00
0.699000, 9.64755256500, 2025-09-05T04:00:00+01:00, 2025-09-05T04:30:00+01:00
1.026000, 14.16078531000, 2025-09-05T04:30:00+01:00, 2025-09-05T05:00:00+01:00
0.586000, 8.08793391000, 2025-09-05T05:00:00+01:00, 2025-09-05T05:30:00+01:00
0.545000, 7.52205457500, 2025-09-05T05:30:00+01:00, 2025-09-05T06:00:00+01:00
0.737000, 10.17202609500, 2025-09-05T06:00:00+01:00, 2025-09-05T06:30:00+01:00
0.255000, 3.51949342500, 2025-09-05T06:30:00+01:00, 2025-09-05T07:00:00+01:00
0.201000, 2.77418893500, 2025-09-05T07:00:00+01:00, 2025-09-05T07:30:00+01:00
0.130000, 1.79425155000, 2025-09-05T07:30:00+01:00, 2025-09-05T08:00:00+01:00
0.222000, 3.06402957000, 2025-09-05T08:00:00+01:00, 2025-09-05T08:30:00+01:00
0.188000, 6.14131140000, 2025-09-05T08:30:00+01:00, 2025-09-05T09:00:00+01:00
0.214000, 6.99064170000, 2025-09-05T09:00:00+01:00, 2025-09-05T09:30:00+01:00
0.200000, 6.53331000000, 2025-09-05T09:30:00+01:00, 2025-09-05T10:00:00+01:00
0.341000, 11.13929355000, 2025-09-05T10:00:00+01:00, 2025-09-05T10:30:00+01:00
0.213000, 6.95797515000, 2025-09-05T10:30:00+01:00, 2025-09-05T11:00:00+01:00
0.184000, 6.01064520000, 2025-09-05T11:00:00+01:00, 2025-09-05T11:30:00+01:00
0.187000, 6.10864485000, 2025-09-05T11:30:00+01:00, 2025-09-05T12:00:00+01:00
0.348000, 11.36795940000, 2025-09-05T12:00:00+01:00, 2025-09-05T12:30:00+01:00
0.277000, 9.04863435000, 2025-09-05T12:30:00+01:00, 2025-09-05T13:00:00+01:00
0.211000, 6.89264205000, 2025-09-05T13:00:00+01:00, 2025-09-05T13:30:00+01:00
0.196000, 6.40264380000, 2025-09-05T13:30:00+01:00, 2025-09-05T14:00:00+01:00
0.211000, 6.89264205000, 2025-09-05T14:00:00+01:00, 2025-09-05T14:30:00+01:00
0.241000, 7.87263855000, 2025-09-05T14:30:00+01:00, 2025-09-05T15:00:00+01:00
0.200000, 6.53331000000, 2025-09-05T15:00:00+01:00, 2025-09-05T15:30:00+01:00
0.202000, 6.59864310000, 2025-09-05T15:30:00+01:00, 2025-09-05T16:00:00+01:00
0.172000, 5.61864660000, 2025-09-05T16:00:00+01:00, 2025-09-05T16:30:00+01:00
0.158000, 5.16131490000, 2025-09-05T16:30:00+01:00, 2025-09-05T17:00:00+01:00
0.101000, 3.29932155000, 2025-09-05T17:00:00+01:00, 2025-09-05T17:30:00+01:00
0.192000, 6.27197760000, 2025-09-05T17:30:00+01:00, 2025-09-05T18:00:00+01:00
0.671000, 21.91925505000, 2025-09-05T18:00:00+01:00, 2025-09-05T18:30:00+01:00
0.777000, 25.38190935000, 2025-09-05T18:30:00+01:00, 2025-09-05T19:00:00+01:00
0.262000, 8.55863610000, 2025-09-05T19:00:00+01:00, 2025-09-05T19:30:00+01:00
0.322000, 10.51862910000, 2025-09-05T19:30:00+01:00, 2025-09-05T20:00:00+01:00
0.573000, 18.71793315000, 2025-09-05T20:00:00+01:00, 2025-09-05T20:30:00+01:00
0.205000, 6.69664275000, 2025-09-05T20:30:00+01:00, 2025-09-05T21:00:00+01:00
0.578000, 18.88126590000, 2025-09-05T21:00:00+01:00, 2025-09-05T21:30:00+01:00
0.126000, 4.11598530000, 2025-09-05T21:30:00+01:00, 2025-09-05T22:00:00+01:00
0.152000, 4.96531560000, 2025-09-05T22:00:00+01:00, 2025-09-05T22:30:00+01:00
0.155000, 5.06331525000, 2025-09-05T22:30:00+01:00, 2025-09-05T23:00:00+01:00
0.149000, 4.86731595000, 2025-09-05T23:00:00+01:00, 2025-09-05T23:30:00+01:00
0.146000, 4.76931630000, 2025-09-05T23:30:00+01:00, 2025-09-06T00:00:00+01:00
0.128000, 4.18131840000, 2025-09-06T00:00:00+01:00, 2025-09-06T00:30:00+01:00
0.146000, 4.76931630000, 2025-09-06T00:30:00+01:00, 2025-09-06T01:00:00+01:00
0.129000, 4.21398495000, 2025-09-06T01:00:00+01:00, 2025-09-06T01:30:00+01:00
0.133000, 1.83565735500, 2025-09-06T01:30:00+01:00, 2025-09-06T02:00:00+01:00
0.139000, 1.91846896500, 2025-09-06T02:00:00+01:00, 2025-09-06T02:30:00+01:00
2.217000, 30.59888989500, 2025-09-06T02:30:00+01:00, 2025-09-06T03:00:00+01:00
2.628000, 36.27148518000, 2025-09-06T03:00:00+01:00, 2025-09-06T03:30:00+01:00
2.445000, 33.74573107500, 2025-09-06T03:30:00+01:00, 2025-09-06T04:00:00+01:00
2.043000, 28.19735320500, 2025-09-06T04:00:00+01:00, 2025-09-06T04:30:00+01:00
0.694000, 9.57854289000, 2025-09-06T04:30:00+01:00, 2025-09-06T05:00:00+01:00
0.638000, 8.80563453000, 2025-09-06T05:00:00+01:00, 2025-09-06T05:30:00+01:00
0.900000, 12.42174150000, 2025-09-06T05:30:00+01:00, 2025-09-06T06:00:00+01:00
0.537000, 7.41163909500, 2025-09-06T06:00:00+01:00, 2025-09-06T06:30:00+01:00
0.251000, 3.46428568500, 2025-09-06T06:30:00+01:00, 2025-09-06T07:00:00+01:00
0.117000, 1.61482639500, 2025-09-06T07:00:00+01:00, 2025-09-06T07:30:00+01:00
0.173000, 2.38773475500, 2025-09-06T07:30:00+01:00, 2025-09-06T08:00:00+01:00
0.115000, 1.58722252500, 2025-09-06T08:00:00+01:00, 2025-09-06T08:30:00+01:00
0.143000, 4.67131665000, 2025-09-06T08:30:00+01:00, 2025-09-06T09:00:00+01:00
0.195000, 6.36997725000, 2025-09-06T09:00:00+01:00, 2025-09-06T09:30:00+01:00
0.191000, 6.23931105000, 2025-09-06T09:30:00+01:00, 2025-09-06T10:00:00+01:00
0.347000, 11.33529285000, 2025-09-06T10:00:00+01:00, 2025-09-06T10:30:00+01:00
0.851000, 27.79923405000, 2025-09-06T10:30:00+01:00, 2025-09-06T11:00:00+01:00
0.204000, 6.66397620000, 2025-09-06T11:00:00+01:00, 2025-09-06T11:30:00+01:00
0.232000, 7.57863960000, 2025-09-06T11:30:00+01:00, 2025-09-06T12:00:00+01:00
0.187000, 6.10864485000, 2025-09-06T12:00:00+01:00, 2025-09-06T12:30:00+01:00
0.132000, 4.31198460000, 2025-09-06T12:30:00+01:00, 2025-09-06T13:00:00+01:00
0.098000, 3.20132190000, 2025-09-06T13:00:00+01:00, 2025-09-06T13:30:00+01:00
0.245000, 8.00330475000, 2025-09-06T13:30:00+01:00, 2025-09-06T14:00:00+01:00
0.239000, 7.80730545000, 2025-09-06T14:00:00+01:00, 2025-09-06T14:30:00+01:00
0.139000, 4.54065045000, 2025-09-06T14:30:00+01:00, 2025-09-06T15:00:00+01:00
0.220000, 7.18664100000, 2025-09-06T15:00:00+01:00, 2025-09-06T15:30:00+01:00
0.108000, 3.52798740000, 2025-09-06T15:30:00+01:00, 2025-09-06T16:00:00+01:00
0.143000, 4.67131665000, 2025-09-06T16:00:00+01:00, 2025-09-06T16:30:00+01:00
0.101000, 3.29932155000, 2025-09-06T16:30:00+01:00, 2025-09-06T17:00:00+01:00
0.115000, 3.75665325000, 2025-09-06T17:00:00+01:00, 2025-09-06T17:30:00+01:00
0.120000, 3.91998600000, 2025-09-06T17:30:00+01:00, 2025-09-06T18:00:00+01:00
0.254000, 8.29730370000, 2025-09-06T18:00:00+01:00, 2025-09-06T18:30:00+01:00
0.352000, 11.49862560000, 2025-09-06T18:30:00+01:00, 2025-09-06T19:00:00+01:00
0.165000, 5.38998075000, 2025-09-06T19:00:00+01:00, 2025-09-06T19:30:00+01:00
0.167000, 5.45531385000, 2025-09-06T19:30:00+01:00, 2025-09-06T20:00:00+01:00
0.166000, 5.42264730000, 2025-09-06T20:00:00+01:00, 2025-09-06T20:30:00+01:00
0.185000, 6.04331175000, 2025-09-06T20:30:00+01:00, 2025-09-06T21:00:00+01:00
0.206000, 6.72930930000, 2025-09-06T21:00:00+01:00, 2025-09-06T21:30:00+01:00
0.207000, 6.76197585000, 2025-09-06T21:30:00+01:00, 2025-09-06T22:00:00+01:00
0.201000, 6.56597655000, 2025-09-06T22:00:00+01:00, 2025-09-06T22:30:00+01:00
0.244000, 7.97063820000, 2025-09-06T22:30:00+01:00, 2025-09-06T23:00:00+01:00
0.196000, 6.40264380000, 2025-09-06T23:00:00+01:00, 2025-09-06T23:30:00+01:00
0.156000, 5.09598180000, 2025-09-06T23:30:00+01:00, 2025-09-07T00:00:00+01:00
0.142000, 4.63865010000, 2025-09-07T00:00:00+01:00, 2025-09-07T00:30:00+01:00
0.134000, 4.37731770000, 2025-09-07T00:30:00+01:00, 2025-09-07T01:00:00+01:00
0.140000, 4.57331700000, 2025-09-07T01:00:00+01:00, 2025-09-07T01:30:00+01:00
0.118000, 1.62862833000, 2025-09-07T01:30:00+01:00, 2025-09-07T02:00:00+01:00
0.136000, 1.87706316000, 2025-09-07T02:00:00+01:00, 2025-09-07T02:30:00+01:00
2.024000, 27.93511644000, 2025-09-07T02:30:00+01:00, 2025-09-07T03:00:00+01:00
2.471000, 34.10458138500, 2025-09-07T03:00:00+01:00, 2025-09-07T03:30:00+01:00
2.352000, 32.46215112000, 2025-09-07T03:30:00+01:00, 2025-09-07T04:00:00+01:00
1.575000, 21.73804762500, 2025-09-07T04:00:00+01:00, 2025-09-07T04:30:00+01:00
0.595000, 8.21215132500, 2025-09-07T04:30:00+01:00, 2025-09-07T05:00:00+01:00
0.803000, 11.08295380500, 2025-09-07T05:00:00+01:00, 2025-09-07T05:30:00+01:00
0.605000, 8.35017067500, 2025-09-07T05:30:00+01:00, 2025-09-07T06:00:00+01:00
0.467000, 6.44550364500, 2025-09-07T06:00:00+01:00, 2025-09-07T06:30:00+01:00
0.197000, 2.71898119500, 2025-09-07T06:30:00+01:00, 2025-09-07T07:00:00+01:00
0.138000, 1.90466703000, 2025-09-07T07:00:00+01:00, 2025-09-07T07:30:00+01:00
0.220000, 3.03642570000, 2025-09-07T07:30:00+01:00, 2025-09-07T08:00:00+01:00
0.198000, 2.73278313000, 2025-09-07T08:00:00+01:00, 2025-09-07T08:30:00+01:00
0.186000, 6.07597830000, 2025-09-07T08:30:00+01:00, 2025-09-07T09:00:00+01:00
0.270000, 8.81996850000, 2025-09-07T09:00:00+01:00, 2025-09-07T09:30:00+01:00
0.251000, 8.19930405000, 2025-09-07T09:30:00+01:00, 2025-09-07T10:00:00+01:00
0.793000, 25.90457415000, 2025-09-07T10:00:00+01:00, 2025-09-07T10:30:00+01:00
0.238000, 7.77463890000, 2025-09-07T10:30:00+01:00, 2025-09-07T11:00:00+01:00
0.564000, 18.42393420000, 2025-09-07T11:00:00+01:00, 2025-09-07T11:30:00+01:00
0.545000, 17.80326975000, 2025-09-07T11:30:00+01:00, 2025-09-07T12:00:00+01:00
0.241000, 7.87263855000, 2025-09-07T12:00:00+01:00, 2025-09-07T12:30:00+01:00
0.718000, 23.45458290000, 2025-09-07T12:30:00+01:00, 2025-09-07T13:00:00+01:00
0.205000, 6.69664275000, 2025-09-07T13:00:00+01:00, 2025-09-07T13:30:00+01:00
0.183000, 5.97797865000, 2025-09-07T13:30:00+01:00, 2025-09-07T14:00:00+01:00
0.174000, 5.68397970000, 2025-09-07T14:00:00+01:00, 2025-09-07T14:30:00+01:00
0.172000, 5.61864660000, 2025-09-07T14:30:00+01:00, 2025-09-07T15:00:00+01:00
